filepath,class_raw,label,label_idx
data/raw/data/train/Leaf Blight/leaf_blight_447.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Aphid/aphid_135.png,Aphid,Aphid,0
data/raw/data/train/Mildew/mildew_856.png,Mildew,Mildew,8
data/raw/data/train/Mildew/mildew_828.png,Mildew,Mildew,8
data/raw/data/train/Yellow Rust/yellow_rust_539.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Tan spot/tan_spot_674.png,Tan spot,Tan_spot,13
data/raw/data/train/Brown Rust/brown_rust_565.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Brown Rust/brown_rust_542.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Healthy/healthy_404.png,Healthy,Healthy,6
data/raw/data/train/Septoria/septoria_1093.png,Septoria,Septoria,10
data/raw/data/train/Stem fly/stem_fly_140.png,Stem fly,Stem_fly,12
data/raw/data/train/Brown Rust/brown_rust_19.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Septoria/septoria_988.png,Septoria,Septoria,10
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_247.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Aphid/aphid_516.png,Aphid,Aphid,0
data/raw/data/train/Black Rust/black_rust_494.png,Black Rust,Black_Rust,1
data/raw/data/train/Black Rust/black_rust_240.png,Black Rust,Black_Rust,1
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_354.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Septoria/septoria_524.png,Septoria,Septoria,10
data/raw/data/train/Black Rust/black_rust_456.png,Black Rust,Black_Rust,1
data/raw/data/train/Blast/blast_299.png,Blast,Blast,2
data/raw/data/train/Brown Rust/brown_rust_105.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Smut/smut_1133.png,Smut,Smut,11
data/raw/data/train/Leaf Blight/leaf_blight_810.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Septoria/septoria_991.png,Septoria,Septoria,10
data/raw/data/train/Stem fly/stem_fly_184.png,Stem fly,Stem_fly,12
data/raw/data/train/Healthy/healthy_941.png,Healthy,Healthy,6
data/raw/data/train/Healthy/healthy_455.png,Healthy,Healthy,6
data/raw/data/train/Black Rust/black_rust_323.png,Black Rust,Black_Rust,1
data/raw/data/train/Aphid/aphid_221.png,Aphid,Aphid,0
data/raw/data/train/Smut/smut_1295.png,Smut,Smut,11
data/raw/data/train/Leaf Blight/leaf_blight_372.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Brown Rust/brown_rust_940.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Brown Rust/brown_rust_779.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Septoria/septoria_515.png,Septoria,Septoria,10
data/raw/data/train/Septoria/septoria_126.png,Septoria,Septoria,10
data/raw/data/train/Mildew/mildew_304.png,Mildew,Mildew,8
data/raw/data/train/Septoria/septoria_614.png,Septoria,Septoria,10
data/raw/data/train/Mite/mite_709.png,Mite,Mite,9
data/raw/data/train/Yellow Rust/yellow_rust_631.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Brown Rust/brown_rust_908.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Mildew/mildew_530.png,Mildew,Mildew,8
data/raw/data/train/Septoria/septoria_297.png,Septoria,Septoria,10
data/raw/data/train/Blast/blast_586.png,Blast,Blast,2
data/raw/data/train/Healthy/healthy_421.png,Healthy,Healthy,6
data/raw/data/train/Stem fly/stem_fly_226.png,Stem fly,Stem_fly,12
data/raw/data/train/Mildew/mildew_929.png,Mildew,Mildew,8
data/raw/data/train/Leaf Blight/leaf_blight_815.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Yellow Rust/yellow_rust_255.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Septoria/septoria_549.png,Septoria,Septoria,10
data/raw/data/train/Tan spot/tan_spot_259.png,Tan spot,Tan_spot,13
data/raw/data/train/Smut/smut_174.png,Smut,Smut,11
data/raw/data/train/Blast/blast_189.png,Blast,Blast,2
data/raw/data/train/Brown Rust/brown_rust_601.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Brown Rust/brown_rust_708.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Tan spot/tan_spot_68.png,Tan spot,Tan_spot,13
data/raw/data/train/Septoria/septoria_179.png,Septoria,Septoria,10
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_404.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Yellow Rust/yellow_rust_1119.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Stem fly/stem_fly_148.png,Stem fly,Stem_fly,12
data/raw/data/train/Blast/blast_566.png,Blast,Blast,2
data/raw/data/train/Brown Rust/brown_rust_641.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Septoria/septoria_1092.png,Septoria,Septoria,10
data/raw/data/train/Septoria/septoria_219.png,Septoria,Septoria,10
data/raw/data/train/Yellow Rust/yellow_rust_927.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Mite/mite_310.png,Mite,Mite,9
data/raw/data/train/Aphid/aphid_555.png,Aphid,Aphid,0
data/raw/data/train/Yellow Rust/yellow_rust_366.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Stem fly/stem_fly_203.png,Stem fly,Stem_fly,12
data/raw/data/train/Smut/smut_868.png,Smut,Smut,11
data/raw/data/train/Common Root Rot/common_root_rot_179.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Leaf Blight/leaf_blight_208.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Aphid/aphid_453.png,Aphid,Aphid,0
data/raw/data/train/Common Root Rot/common_root_rot_434.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Yellow Rust/yellow_rust_1164.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Tan spot/tan_spot_635.png,Tan spot,Tan_spot,13
data/raw/data/train/Mildew/mildew_1009.png,Mildew,Mildew,8
data/raw/data/train/Leaf Blight/leaf_blight_485.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Septoria/septoria_971.png,Septoria,Septoria,10
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_482.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Smut/smut_190.png,Smut,Smut,11
data/raw/data/train/Mildew/mildew_741.png,Mildew,Mildew,8
data/raw/data/train/Aphid/aphid_731.png,Aphid,Aphid,0
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_6.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Smut/smut_984.png,Smut,Smut,11
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_337.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Mildew/mildew_557.png,Mildew,Mildew,8
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_177.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Leaf Blight/leaf_blight_831.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Tan spot/tan_spot_29.png,Tan spot,Tan_spot,13
data/raw/data/train/Blast/blast_474.png,Blast,Blast,2
data/raw/data/train/Leaf Blight/leaf_blight_293.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Healthy/healthy_811.png,Healthy,Healthy,6
data/raw/data/train/Smut/smut_467.png,Smut,Smut,11
data/raw/data/train/Mite/mite_659.png,Mite,Mite,9
data/raw/data/train/Leaf Blight/leaf_blight_480.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Brown Rust/brown_rust_36.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Healthy/healthy_725.png,Healthy,Healthy,6
data/raw/data/train/Healthy/healthy_728.png,Healthy,Healthy,6
data/raw/data/train/Septoria/septoria_755.png,Septoria,Septoria,10
data/raw/data/train/Mite/mite_49.png,Mite,Mite,9
data/raw/data/train/Septoria/septoria_696.png,Septoria,Septoria,10
data/raw/data/train/Common Root Rot/common_root_rot_506.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Mildew/mildew_196.png,Mildew,Mildew,8
data/raw/data/train/Aphid/aphid_620.png,Aphid,Aphid,0
data/raw/data/train/Smut/smut_897.png,Smut,Smut,11
data/raw/data/train/Smut/smut_1029.png,Smut,Smut,11
data/raw/data/train/Stem fly/stem_fly_98.png,Stem fly,Stem_fly,12
data/raw/data/train/Yellow Rust/yellow_rust_270.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_365.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_63.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Septoria/septoria_810.png,Septoria,Septoria,10
data/raw/data/train/Septoria/septoria_954.png,Septoria,Septoria,10
data/raw/data/train/Septoria/septoria_983.png,Septoria,Septoria,10
data/raw/data/train/Healthy/healthy_491.png,Healthy,Healthy,6
data/raw/data/train/Black Rust/black_rust_37.png,Black Rust,Black_Rust,1
data/raw/data/train/Stem fly/stem_fly_74.png,Stem fly,Stem_fly,12
data/raw/data/train/Leaf Blight/leaf_blight_655.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Mildew/mildew_180.png,Mildew,Mildew,8
data/raw/data/train/Mildew/mildew_1042.png,Mildew,Mildew,8
data/raw/data/train/Healthy/healthy_691.png,Healthy,Healthy,6
data/raw/data/train/Smut/smut_269.png,Smut,Smut,11
data/raw/data/train/Smut/smut_328.png,Smut,Smut,11
data/raw/data/train/Blast/blast_65.png,Blast,Blast,2
data/raw/data/train/Mite/mite_582.png,Mite,Mite,9
data/raw/data/train/Healthy/healthy_708.png,Healthy,Healthy,6
data/raw/data/train/Yellow Rust/yellow_rust_991.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Mildew/mildew_8.png,Mildew,Mildew,8
data/raw/data/train/Black Rust/black_rust_281.png,Black Rust,Black_Rust,1
data/raw/data/train/Tan spot/tan_spot_611.png,Tan spot,Tan_spot,13
data/raw/data/train/Mildew/mildew_870.png,Mildew,Mildew,8
data/raw/data/train/Black Rust/black_rust_191.png,Black Rust,Black_Rust,1
data/raw/data/train/Leaf Blight/leaf_blight_375.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_273.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Brown Rust/brown_rust_891.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Leaf Blight/leaf_blight_419.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Aphid/aphid_310.png,Aphid,Aphid,0
data/raw/data/train/Healthy/healthy_438.png,Healthy,Healthy,6
data/raw/data/train/Tan spot/tan_spot_636.png,Tan spot,Tan_spot,13
data/raw/data/train/Leaf Blight/leaf_blight_199.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Septoria/septoria_849.png,Septoria,Septoria,10
data/raw/data/train/Septoria/septoria_756.png,Septoria,Septoria,10
data/raw/data/train/Blast/blast_27.png,Blast,Blast,2
data/raw/data/train/Tan spot/tan_spot_413.png,Tan spot,Tan_spot,13
data/raw/data/train/Aphid/aphid_374.png,Aphid,Aphid,0
data/raw/data/train/Tan spot/tan_spot_345.png,Tan spot,Tan_spot,13
data/raw/data/train/Brown Rust/brown_rust_429.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_311.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Smut/smut_221.png,Smut,Smut,11
data/raw/data/train/Smut/smut_1009.png,Smut,Smut,11
data/raw/data/train/Brown Rust/brown_rust_871.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_334.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Mildew/mildew_821.png,Mildew,Mildew,8
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_370.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Blast/blast_203.png,Blast,Blast,2
data/raw/data/train/Smut/smut_305.png,Smut,Smut,11
data/raw/data/train/Yellow Rust/yellow_rust_527.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Aphid/aphid_473.png,Aphid,Aphid,0
data/raw/data/train/Smut/smut_215.png,Smut,Smut,11
data/raw/data/train/Healthy/healthy_471.png,Healthy,Healthy,6
data/raw/data/train/Aphid/aphid_73.png,Aphid,Aphid,0
data/raw/data/train/Smut/smut_615.png,Smut,Smut,11
data/raw/data/train/Leaf Blight/leaf_blight_771.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Yellow Rust/yellow_rust_1142.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Common Root Rot/common_root_rot_56.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Brown Rust/brown_rust_1122.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Mite/mite_204.png,Mite,Mite,9
data/raw/data/train/Tan spot/tan_spot_149.png,Tan spot,Tan_spot,13
data/raw/data/train/Black Rust/black_rust_552.png,Black Rust,Black_Rust,1
data/raw/data/train/Black Rust/black_rust_418.png,Black Rust,Black_Rust,1
data/raw/data/train/Healthy/healthy_577.png,Healthy,Healthy,6
data/raw/data/train/Black Rust/black_rust_16.png,Black Rust,Black_Rust,1
data/raw/data/train/Leaf Blight/leaf_blight_543.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Yellow Rust/yellow_rust_175.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Black Rust/black_rust_209.png,Black Rust,Black_Rust,1
data/raw/data/train/Black Rust/black_rust_427.png,Black Rust,Black_Rust,1
data/raw/data/train/Mite/mite_394.png,Mite,Mite,9
data/raw/data/train/Brown Rust/brown_rust_298.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Healthy/healthy_10.png,Healthy,Healthy,6
data/raw/data/train/Brown Rust/brown_rust_373.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Stem fly/stem_fly_215.png,Stem fly,Stem_fly,12
data/raw/data/train/Common Root Rot/common_root_rot_90.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Healthy/healthy_905.png,Healthy,Healthy,6
data/raw/data/train/Smut/smut_1036.png,Smut,Smut,11
data/raw/data/train/Brown Rust/brown_rust_386.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Aphid/aphid_355.png,Aphid,Aphid,0
data/raw/data/train/Tan spot/tan_spot_590.png,Tan spot,Tan_spot,13
data/raw/data/train/Mite/mite_794.png,Mite,Mite,9
data/raw/data/train/Leaf Blight/leaf_blight_668.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Common Root Rot/common_root_rot_33.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Smut/smut_927.png,Smut,Smut,11
data/raw/data/train/Blast/blast_626.png,Blast,Blast,2
data/raw/data/train/Common Root Rot/common_root_rot_391.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Tan spot/tan_spot_378.png,Tan spot,Tan_spot,13
data/raw/data/train/Mildew/mildew_185.png,Mildew,Mildew,8
data/raw/data/train/Septoria/septoria_242.png,Septoria,Septoria,10
data/raw/data/train/Mite/mite_71.png,Mite,Mite,9
data/raw/data/train/Brown Rust/brown_rust_878.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Mite/mite_484.png,Mite,Mite,9
data/raw/data/train/Septoria/septoria_639.png,Septoria,Septoria,10
data/raw/data/train/Leaf Blight/leaf_blight_172.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Brown Rust/brown_rust_264.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Smut/smut_647.png,Smut,Smut,11
data/raw/data/train/Stem fly/stem_fly_207.png,Stem fly,Stem_fly,12
data/raw/data/train/Mildew/mildew_930.png,Mildew,Mildew,8
data/raw/data/train/Smut/smut_1215.png,Smut,Smut,11
data/raw/data/train/Smut/smut_720.png,Smut,Smut,11
data/raw/data/train/Smut/smut_987.png,Smut,Smut,11
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_594.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Tan spot/tan_spot_681.png,Tan spot,Tan_spot,13
data/raw/data/train/Smut/smut_1071.png,Smut,Smut,11
data/raw/data/train/Leaf Blight/leaf_blight_525.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Brown Rust/brown_rust_912.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Septoria/septoria_697.png,Septoria,Septoria,10
data/raw/data/train/Healthy/healthy_808.png,Healthy,Healthy,6
data/raw/data/train/Leaf Blight/leaf_blight_233.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Yellow Rust/yellow_rust_556.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Aphid/aphid_826.png,Aphid,Aphid,0
data/raw/data/train/Common Root Rot/common_root_rot_82.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Leaf Blight/leaf_blight_519.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Septoria/septoria_589.png,Septoria,Septoria,10
data/raw/data/train/Yellow Rust/yellow_rust_587.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Black Rust/black_rust_140.png,Black Rust,Black_Rust,1
data/raw/data/train/Black Rust/black_rust_464.png,Black Rust,Black_Rust,1
data/raw/data/train/Leaf Blight/leaf_blight_497.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Septoria/septoria_467.png,Septoria,Septoria,10
data/raw/data/train/Mildew/mildew_843.png,Mildew,Mildew,8
data/raw/data/train/Smut/smut_249.png,Smut,Smut,11
data/raw/data/train/Mite/mite_266.png,Mite,Mite,9
data/raw/data/train/Mite/mite_206.png,Mite,Mite,9
data/raw/data/train/Smut/smut_50.png,Smut,Smut,11
data/raw/data/train/Smut/smut_685.png,Smut,Smut,11
data/raw/data/train/Leaf Blight/leaf_blight_177.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Stem fly/stem_fly_56.png,Stem fly,Stem_fly,12
data/raw/data/train/Mildew/mildew_257.png,Mildew,Mildew,8
data/raw/data/train/Leaf Blight/leaf_blight_841.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Common Root Rot/common_root_rot_529.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Stem fly/stem_fly_172.png,Stem fly,Stem_fly,12
data/raw/data/train/Yellow Rust/yellow_rust_271.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Smut/smut_1145.png,Smut,Smut,11
data/raw/data/train/Yellow Rust/yellow_rust_715.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_582.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Healthy/healthy_542.png,Healthy,Healthy,6
data/raw/data/train/Yellow Rust/yellow_rust_52.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Aphid/aphid_32.png,Aphid,Aphid,0
data/raw/data/train/Smut/smut_752.png,Smut,Smut,11
data/raw/data/train/Healthy/healthy_55.png,Healthy,Healthy,6
data/raw/data/train/Healthy/healthy_865.png,Healthy,Healthy,6
data/raw/data/train/Septoria/septoria_102.png,Septoria,Septoria,10
data/raw/data/train/Healthy/healthy_20.png,Healthy,Healthy,6
data/raw/data/train/Mildew/mildew_148.png,Mildew,Mildew,8
data/raw/data/train/Common Root Rot/common_root_rot_169.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Leaf Blight/leaf_blight_443.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Leaf Blight/leaf_blight_738.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Mildew/mildew_385.png,Mildew,Mildew,8
data/raw/data/train/Septoria/septoria_71.png,Septoria,Septoria,10
data/raw/data/train/Black Rust/black_rust_96.png,Black Rust,Black_Rust,1
data/raw/data/train/Blast/blast_39.png,Blast,Blast,2
data/raw/data/train/Smut/smut_747.png,Smut,Smut,11
data/raw/data/train/Leaf Blight/leaf_blight_588.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Common Root Rot/common_root_rot_524.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Septoria/septoria_664.png,Septoria,Septoria,10
data/raw/data/train/Brown Rust/brown_rust_1220.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Leaf Blight/leaf_blight_628.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Leaf Blight/leaf_blight_58.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Brown Rust/brown_rust_541.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Yellow Rust/yellow_rust_1044.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_35.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Black Rust/black_rust_278.png,Black Rust,Black_Rust,1
data/raw/data/train/Healthy/healthy_185.png,Healthy,Healthy,6
data/raw/data/train/Tan spot/tan_spot_602.png,Tan spot,Tan_spot,13
data/raw/data/train/Smut/smut_879.png,Smut,Smut,11
data/raw/data/train/Aphid/aphid_104.png,Aphid,Aphid,0
data/raw/data/train/Yellow Rust/yellow_rust_233.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Healthy/healthy_707.png,Healthy,Healthy,6
data/raw/data/train/Aphid/aphid_880.png,Aphid,Aphid,0
data/raw/data/train/Smut/smut_247.png,Smut,Smut,11
data/raw/data/train/Healthy/healthy_296.png,Healthy,Healthy,6
data/raw/data/train/Healthy/healthy_422.png,Healthy,Healthy,6
data/raw/data/train/Tan spot/tan_spot_261.png,Tan spot,Tan_spot,13
data/raw/data/train/Healthy/healthy_252.png,Healthy,Healthy,6
data/raw/data/train/Mite/mite_639.png,Mite,Mite,9
data/raw/data/train/Black Rust/black_rust_206.png,Black Rust,Black_Rust,1
data/raw/data/train/Leaf Blight/leaf_blight_318.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Leaf Blight/leaf_blight_557.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Blast/blast_576.png,Blast,Blast,2
data/raw/data/train/Septoria/septoria_1135.png,Septoria,Septoria,10
data/raw/data/train/Blast/blast_341.png,Blast,Blast,2
data/raw/data/train/Leaf Blight/leaf_blight_550.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Aphid/aphid_271.png,Aphid,Aphid,0
data/raw/data/train/Blast/blast_15.png,Blast,Blast,2
data/raw/data/train/Brown Rust/brown_rust_486.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Yellow Rust/yellow_rust_572.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Smut/smut_674.png,Smut,Smut,11
data/raw/data/train/Septoria/septoria_915.png,Septoria,Septoria,10
data/raw/data/train/Septoria/septoria_609.png,Septoria,Septoria,10
data/raw/data/train/Septoria/septoria_73.png,Septoria,Septoria,10
data/raw/data/train/Smut/smut_79.png,Smut,Smut,11
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_498.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Blast/blast_165.png,Blast,Blast,2
data/raw/data/train/Yellow Rust/yellow_rust_193.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Mite/mite_481.png,Mite,Mite,9
data/raw/data/train/Healthy/healthy_964.png,Healthy,Healthy,6
data/raw/data/train/Brown Rust/brown_rust_881.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Brown Rust/brown_rust_299.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Yellow Rust/yellow_rust_712.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Brown Rust/brown_rust_416.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Healthy/healthy_223.png,Healthy,Healthy,6
data/raw/data/train/Yellow Rust/yellow_rust_708.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Aphid/aphid_425.png,Aphid,Aphid,0
data/raw/data/train/Mite/mite_437.png,Mite,Mite,9
data/raw/data/train/Mildew/mildew_125.png,Mildew,Mildew,8
data/raw/data/train/Tan spot/tan_spot_175.png,Tan spot,Tan_spot,13
data/raw/data/train/Mite/mite_690.png,Mite,Mite,9
data/raw/data/train/Common Root Rot/common_root_rot_467.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Healthy/healthy_469.png,Healthy,Healthy,6
data/raw/data/train/Leaf Blight/leaf_blight_2.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_566.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Leaf Blight/leaf_blight_457.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Smut/smut_976.png,Smut,Smut,11
data/raw/data/train/Healthy/healthy_380.png,Healthy,Healthy,6
data/raw/data/train/Brown Rust/brown_rust_497.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Common Root Rot/common_root_rot_61.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Mite/mite_354.png,Mite,Mite,9
data/raw/data/train/Mildew/mildew_764.png,Mildew,Mildew,8
data/raw/data/train/Aphid/aphid_690.png,Aphid,Aphid,0
data/raw/data/train/Septoria/septoria_668.png,Septoria,Septoria,10
data/raw/data/train/Mite/mite_446.png,Mite,Mite,9
data/raw/data/train/Septoria/septoria_557.png,Septoria,Septoria,10
data/raw/data/train/Blast/blast_211.png,Blast,Blast,2
data/raw/data/train/Healthy/healthy_640.png,Healthy,Healthy,6
data/raw/data/train/Common Root Rot/common_root_rot_276.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Brown Rust/brown_rust_563.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Yellow Rust/yellow_rust_569.png,Yellow Rust,Yellow_Rust,14
data/raw/data/train/Common Root Rot/common_root_rot_455.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Brown Rust/brown_rust_824.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Tan spot/tan_spot_195.png,Tan spot,Tan_spot,13
data/raw/data/train/Brown Rust/brown_rust_459.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Septoria/septoria_832.png,Septoria,Septoria,10
data/raw/data/train/Stem fly/stem_fly_123.png,Stem fly,Stem_fly,12
data/raw/data/train/Fusarium Head Blight/fusarium_head_blight_275.png,Fusarium Head Blight,Fusarium_Head_Blight,5
data/raw/data/train/Common Root Rot/common_root_rot_43.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Brown Rust/brown_rust_620.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Smut/smut_681.png,Smut,Smut,11
data/raw/data/train/Leaf Blight/leaf_blight_246.png,Leaf Blight,Leaf_Blight,7
data/raw/data/train/Brown Rust/brown_rust_1149.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Septoria/septoria_611.png,Septoria,Septoria,10
data/raw/data/train/Common Root Rot/common_root_rot_389.png,Common Root Rot,Common_Root_Rot,4
data/raw/data/train/Tan spot/tan_spot_575.png,Tan spot,Tan_spot,13
data/raw/data/train/Smut/smut_1023.png,Smut,Smut,11
data/raw/data/train/Smut/smut_584.png,Smut,Smut,11
data/raw/data/train/Aphid/aphid_363.png,Aphid,Aphid,0
data/raw/data/train/Aphid/aphid_340.png,Aphid,Aphid,0
data/raw/data/train/Mildew/mildew_305.png,Mildew,Mildew,8
data/raw/data/train/Brown Rust/brown_rust_289.png,Brown Rust,Brown_Rust,3
data/raw/data/train/Black Rust/black_rust_498.png,Black Rust,Black_Rust,1
data/raw/data/train/Tan spot/tan_spot_43.png,Tan spot,Tan_spot,13
data/raw/data/train/Mildew/mildew_513.png,Mildew,Mildew,8
